id,name,aka,city,lat,lng,cause_areas,tier,org_type,founded,key_people,website,careers_url,funding,description,remote_note,confidence,verify,sources,relationships,country
wur-animal-welfare,Wageningen University & Research — animal welfare research,,Wageningen,51.9692,5.6654,Animal welfare & food systems,2,research,,,https://www.wur.nl/en/research-results.htm,https://www.wur.nl/en/vacancies.htm,Open Philanthropy / Coefficient Giving farm animal welfare programme (~$608k across 2017 and 2021); Dutch government and EU research funding,"Animal-science research groups at Wageningen University & Research working on farmed animal welfare and sustainable animal production systems. Received two Open Philanthropy (now Coefficient Giving) farm animal welfare grants totalling roughly $608,000 (2017 and 2021).",,medium,"Which specific chair group holds the Coefficient grants, and whether that work is still running in 2026; no stable public URL for the specific animal-welfare chair group was found, so the website points at WUR's research index",https://github.com/vipulnaik/donations; https://www.wur.nl/en/research-results/chair-groups/animal-sciences.htm,,NL
the-protein-project,The Protein Project,,Brussels,50.8503,4.3517,Animal welfare & food systems; Climate,3,ngo,,Marin Vandamme; Katrien Martens,https://www.theproteinproject.eu/,,Two large philanthropic foundations (not publicly named),"European advocacy initiative working on protein diversification policy — convening farmers, food companies, civil society, policymakers and researchers, and creating neutral forums on the future of protein in the European Parliament and Council. Exhibited at EA Summit Brussels 2026. Says it is funded by two large philanthropic foundations it does not name.",,medium,"Funders still unnamed ('two large philanthropic foundations… more information coming soon', about page Aug 2026) — tier-2 restoration blocked until they are; both co-founders have School for Moral Ambition backgrounds (Vandamme ex-staff, Martens Food Transition Fellow); legal entity unidentified. Brussels corroborated via co-founder LinkedIn, not a published address",https://www.theproteinproject.eu/; https://www.theproteinproject.eu/about; https://www.linkedin.com/in/marin-vandamme/,,BE
allai,ALLAI,,Amsterdam,52.3676,4.9041,AI safety & governance,3,think_tank,2018,"Catelijne Muller (president, co-founder); Virginia Dignum; Aimee van Wynsberghe (co-founders)",https://allai.nl/,https://allai.nl/,,"Independent Dutch organisation promoting responsible development, deployment and use of AI, founded by the three Dutch members of the European Commission's High-Level Expert Group on AI. Works on EU AI policy and the AI Act. Based at Amsterdam Science Park.",,medium,Whether ALLAI has a frontier-AI-risk workstream or is purely responsible-AI — v0.4 excluded it on those grounds,"https://allai.nl/about-us/; https://www.tudelft.nl/en/2018/tbm/allai-netherlands-officially-launched; inbox/Job board _ 80,000 Hours_NETHERLANDS.html",,NL
uni-luxembourg-snt,University of Luxembourg — SnT,"Interdisciplinary Centre for Security, Reliability and Trust",Esch-sur-Alzette,49.4958,5.9806,AI safety & governance,3,research,2009,,https://www.uni.lu/snt-en/,https://www.uni.lu/en/about/work/explore-our-jobs/,,"The Interdisciplinary Centre for Security, Reliability and Trust at the University of Luxembourg: 530+ staff across 18 research groups working on cybersecurity, autonomous systems, FinTech and space systems, including machine-learning security testing and AI governance. The first Luxembourg entry in this dataset.",,medium,Whether any SnT group works on frontier-AI risk specifically rather than general ML security; the pin is the Belval campus,https://www.uni.lu/snt-en/; inbox/Probably Good_JobBoardBeNeLux.html,,LU
rivm,RIVM (National Institute for Public Health and the Environment),Rijksinstituut voor Volksgezondheid en Milieu,Bilthoven,52.1275,5.205,Biosecurity & pandemic preparedness; Global health & development,3,institution,1984,,https://www.rivm.nl/en,https://www.werkenvoornederland.nl/vacatures?query=RIVM,,"The Dutch national public health institute. Runs infectious-disease surveillance, outbreak response and the national virology programme, and advises government on pandemic preparedness. Its roles appear on the Probably Good job board under biosecurity. Its Bureau Biosecurity is the national biosecurity knowledge and advice point.",,medium,Bureau Biosecurity identified as the biosecurity unit and careers entry point (Aug 2026); confirm how pandemic-preparedness vacancies are routed,https://www.rivm.nl/en; inbox/Probably Good_JobBoardBeNeLux.html; https://www.bureaubiosecurity.nl/en,,NL
global-health-edctp3,Global Health EDCTP3,European & Developing Countries Clinical Trials Partnership 3,Brussels,50.8503,4.3517,Global health & development; Biosecurity & pandemic preparedness,3,funder_advisor,2021,,https://www.global-health-edctp3.europa.eu/,,,"EU–Africa joint undertaking funding clinical trials and research capacity for infectious diseases affecting sub-Saharan Africa, and strengthening the African clinical research ecosystem. Successor to the EDCTP2 programme.",,medium,Careers URL and whether it recruits outside EU-institution channels,https://www.global-health-edctp3.europa.eu/; inbox/LinkedIn_GlobalHealth.html,,BE
eit-food,EIT Food,,Leuven,50.8798,4.7005,Climate; Animal welfare & food systems,3,funder_advisor,2016,,https://www.eitfood.eu/,https://careers.eitfood.eu/,,"EU food-innovation body headquartered in Leuven, funding and supporting projects across the European food system including protein diversification and sustainable agriculture. Hosts the Alt Protein Project network with the Good Food Institute.",,medium,Whether the Leuven address is the operating HQ or a registered seat,https://www.eitfood.eu/; inbox/Probably Good_JobBoardBeNeLux.html,,BE
mosa-meat,Mosa Meat,,Maastricht,50.8514,5.691,Animal welfare & food systems; Climate,3,company,2016,Mark Post (co-founder); Peter Verstrate (co-founder),https://mosameat.com/,https://mosameat.com/careers,"Venture capital — $171M across 12 rounds, most recently a Series C in December 2025","Maastricht cultivated-meat company, spun out of the Maastricht University team that produced the first cultured beef burger in 2013. Around 120 staff and roughly $171M raised; operates bioreactors up to 1,000 litres and is working through EU regulatory approval.",,medium,"Current headcount and regulatory status; for-profit, so treat hiring as commercial rather than mission-funded",https://mosameat.com/; https://agfundernews.com/mosa-meat-raises-17-6m-prioritizes-fundamentals-over-speed,,NL
farmless,Farmless,,Amsterdam,52.3676,4.9041,Animal welfare & food systems; Climate,3,company,2021,Adnan Oner (founder),https://www.farmless.co/,,"Venture capital (~€6M: World Fund, Vorwerk Ventures, Revent, Nucleus Capital, Possible Ventures) plus a €1M European Regional Development Fund grant","Amsterdam fermentation company producing protein from a feedstock made with CO2, water, nitrogen and renewable energy, bypassing both animals and farmland. Building a pilot protein brewery in Amsterdam. Its internships appear on the Probably Good job board under animal welfare.",,medium,Founding year and current stage; no EA funder — included as a strongly cause-aligned company,https://www.farmless.co/; https://tech.eu/2023/12/06/fermentation-startup-farmless-secures-eur48m-seed-round-for-sustainable-protein/; inbox/Probably Good_JobBoardBeNeLux.html,,NL
paebbl,Paebbl,,Rotterdam,51.9244,4.4777,Climate,3,company,2021,,https://paebbl.com/,,"Venture capital (~$32.9M: Capnamic, Holcim, Goldbeck, Amazon Climate Pledge Fund) plus European Innovation Council and Dutch ministry grants",Rotterdam carbon-removal company that accelerates natural CO2 mineralisation to make carbon-storing material for the construction industry. Its Rotterdam demonstration plant has run continuously since 2025; it aims for a commercial-scale plant by 2027.,,medium,No EA funder — included as a strongly cause-aligned company; confirm careers URL,https://paebbl.com/; https://www.esgtoday.com/climate-tech-startup-paebbl-raises-25-million-to-turn-captured-co2-into-building-materials/; inbox/Probably Good_JobBoardBeNeLux.html,,NL
coefficient-giving,Coefficient Giving,,Remote,,,Effective giving & meta; AI safety & governance; Biosecurity & pandemic preparedness; Animal welfare & food systems; Global health & development,4,funder_advisor,,,https://www.coefficientgiving.org/,,,"The largest funder in effective altruism, formerly Open Philanthropy (renamed November 2025). Makes grants across AI safety, biosecurity, farm animal welfare, global health and development, and effective giving infrastructure. Funds several organisations in this dataset.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction; site returns 403/Cloudflare challenge to automated checks — verify manually in a browser,"https://www.coefficientgiving.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
ea-funds,EA Funds,,Remote,,,Effective giving & meta; Community building,4,funder_advisor,,,https://www.givingwhatwecan.org/funds,,,"Runs the four Effective Altruism Funds — Animal Welfare, Global Health and Development, Long-Term Future, and EA Infrastructure — which pool donations and are allocated by expert grantmakers.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.givingwhatwecan.org/funds; inbox/Job board _ 80,000 Hours_REMOTE.html",,
longview,Longview Philanthropy,,Remote,,,Effective giving & meta; AI safety & governance; Biosecurity & pandemic preparedness,4,funder_advisor,,,https://www.longview.org/,,,"Philanthropic advisory firm designing and running giving strategies for major donors focused on existential risk, nuclear security and emerging technology.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.longview.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
manifund,Manifund,,Remote,,,Effective giving & meta; Community building,4,funder_advisor,,,https://manifund.org/,,,"Grantmaking platform experimenting with regranting, impact certificates and public funding rounds for EA and AI safety projects.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://manifund.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
sff,Survival and Flourishing,,Remote,,,Effective giving & meta; AI safety & governance,4,funder_advisor,,,https://survivalandflourishing.fund/,,,Grantmaker using a structured process to distribute funding to organisations working on existential risk and long-term civilisational flourishing.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://survivalandflourishing.fund/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
far-ai,FAR.AI,,Remote,,,AI safety & governance,4,research,,,https://far.ai/,,,"AI safety research non-profit working on alignment and robustness research, plus field-building through workshops and events.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://far.ai/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
metr,METR (Model Evaluation and Threat Research),,Remote,,,AI safety & governance,4,research,,,https://metr.org/,,,"Research non-profit that evaluates whether frontier AI systems have dangerous autonomous capabilities, and develops the evaluation methods labs and regulators use.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://metr.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
carma,Center for AI Risk Management and Alignment,,Remote,,,AI safety & governance,4,research,,,https://carma.org/,,,Research organisation applying risk-management frameworks to catastrophic and existential risks from advanced AI.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.airisk.io/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
kairos,Kairos,,Remote,,,AI safety & governance; Community building,4,community,,,https://kairos-project.org/,,,AI safety field-building organisation running university group support and talent programmes.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://kairos-project.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
forecasting-research-institute,Forecasting Research Institute,,Remote,,,Community building,4,research,,,https://forecastingresearch.org/,,,"Research institute studying how to make forecasting more accurate and more useful for high-stakes decisions, including existential risk estimates.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://forecastingresearch.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
futuresearch,FutureSearch,,Remote,,,Community building; AI safety & governance,4,company,,,https://futuresearch.ai/,,,"Builds AI systems for research and forecasting questions, with a focus on questions relevant to high-stakes decision-making.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://futuresearch.ai/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
sage-future,Sage,,Remote,,,Community building,4,ngo,,,https://sage-future.org/,,,Non-profit building forecasting and calibration tools to improve public and institutional reasoning about the future.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://sage-future.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
clr-uk,Centre for Long-Term Resilience,,Remote,,,Biosecurity & pandemic preparedness; AI safety & governance,4,think_tank,,,https://www.longtermresilience.org/,,,"UK think tank advising government on extreme risk policy, focused on biosecurity, AI and risk management capability in Whitehall.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.longtermresilience.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
forethought,Forethought,,Remote,,,AI safety & governance; Community building,4,research,,,https://www.forethought.org/,,,Research group working on macrostrategy and how to navigate a transition to transformative AI.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.forethought.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
flf,Future of Life Foundation,,Remote,,,AI safety & governance,4,ngo,,,https://www.flf.org/,,,Incubates new organisations and projects aimed at steering transformative technology away from catastrophic outcomes.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.flf.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
foresight-institute,Foresight Institute,,Remote,,,AI safety & governance; Biosecurity & pandemic preparedness,4,research,,,https://foresight.org/,,,"Research and grantmaking non-profit supporting work on beneficial long-term technology, including AI safety, nanotech and neurotech.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://foresight.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
lasr-labs,LASR Labs,,Remote,,,AI safety & governance,4,talent_program,,,https://www.lasrlabs.org/,,,London-based research programme producing empirical AI safety research with structured mentorship for early-career researchers.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.lasrlabs.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
arcadia-impact,Arcadia Impact,,Remote,,,AI safety & governance; Community building,4,ngo,,,https://www.arcadiaimpact.org/,,,UK non-profit running AI safety evaluations work and talent programmes.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.arcadiaimpact.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
ai-safety-quest,AI Safety Quest,,Remote,,,AI safety & governance; Community building,4,community,,,https://aisafety.quest/,,,"Volunteer-run onboarding service helping newcomers find a route into AI safety work, via navigation calls and community sessions.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://aisafety.quest/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
aisafety-com,AISafety.com,,Remote,,,AI safety & governance; Community building,4,community,,,https://www.aisafety.com/,,,"Hub site maintaining public directories of AI safety communities, events, courses, jobs and funding opportunities.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.aisafety.com/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
averi,AVERI (AI Verification and Evaluation Research Institute),,Remote,,,AI safety & governance,4,think_tank,,,https://www.averi.org/,https://www.averi.org/careers,,"US non-profit think tank working to make third-party auditing of frontier AI effective and universal — rigorous outside verification of AI developers' safety and security claims, based on deep access to non-public information.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",high,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://aiveri.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
beneficial-ai-foundation,Beneficial AI Foundation,,Remote,,,AI safety & governance,4,ngo,,,https://beneficialaifoundation.org/,,,Non-profit supporting research aimed at making advanced AI systems safe and beneficial.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://beneficialaifoundation.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
halcyon-futures,Halcyon Futures,,Remote,,,AI safety & governance,4,ngo,,,https://www.halcyonfutures.org/,,,Supports new AI security and safety projects and organisations in their early stages.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.halcyonfutures.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
ai-policy-network,The AI Policy Network,,Remote,,,AI safety & governance,4,ngo,,,https://theaipn.org/,,,US advocacy organisation working with Congress on policy to address catastrophic risks from advanced AI.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.aipolicynetwork.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
midas-project,The Midas Project,,Remote,,,AI safety & governance,4,ngo,,,https://www.themidasproject.com/,,,Watchdog non-profit tracking whether AI companies keep their public safety commitments.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.themidasproject.com/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
trajectory-labs,Trajectory Labs,,Remote,,,AI safety & governance; Community building,4,community,,,https://www.trajectorylabs.org/,,,Toronto-based AI safety hub and coworking community supporting people moving into the field.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.trajectorylabs.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
gray-swan,Gray Swan AI,,Remote,,,AI safety & governance,4,company,,,https://www.grayswan.ai/,,,"Company building AI red-teaming and safety evaluation tools, including public jailbreaking arenas used to stress-test frontier models.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.grayswan.ai/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
elicit,Elicit,,Remote,,,Community building,4,company,,,https://elicit.com/,,,"Research-automation company, spun out of the non-profit Ought, building tools that use language models to speed up systematic literature review.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://elicit.com/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
chai-berkeley,Center for Human-Compatible AI (CHAI),,Remote,,,AI safety & governance,4,research,,,https://humancompatible.ai/,,,"Academic AI safety research centre at UC Berkeley, founded by Stuart Russell, working on provably beneficial AI.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://humancompatible.ai/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
xlab-chicago,Existential Risk Laboratory (XLab),,Remote,,,AI safety & governance; Biosecurity & pandemic preparedness,4,research,,,https://xrisk.uchicago.edu/,,,"University of Chicago research centre studying existential and global catastrophic risks, running fellowships and a summer research programme.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://xrisk.uchicago.edu/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
bulletin-atomic-scientists,Bulletin of the Atomic Scientists,,Remote,,,Biosecurity & pandemic preparedness,4,ngo,,,https://thebulletin.org/,,,"Publication and non-profit covering nuclear risk, climate change, biosecurity and disruptive technologies; keeper of the Doomsday Clock.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction; site returns 403/Cloudflare challenge to automated checks — verify manually in a browser,"https://thebulletin.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
jhu-chs,Johns Hopkins Center for Health Security,,Remote,,,Biosecurity & pandemic preparedness; Global health & development,4,research,,,https://centerforhealthsecurity.org/,,,"Leading academic centre on pandemic preparedness, biosecurity policy and health-system resilience.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction; site returns 403/Cloudflare challenge to automated checks — verify manually in a browser,"https://centerforhealthsecurity.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
blueprint-biosecurity,Blueprint Biosecurity,,Remote,,,Biosecurity & pandemic preparedness,4,research,,,https://blueprintbiosecurity.org/,,,"Non-profit developing practical plans for pandemic-proofing technologies, notably far-UVC light and next-generation PPE.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://blueprintbiosecurity.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
securedna,SecureDNA,,Remote,,,Biosecurity & pandemic preparedness,4,ngo,,,https://securedna.org/,,,"Free automated screening platform that checks synthetic DNA orders against hazardous sequences, aimed at preventing misuse of synthesis technology.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://securedna.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
mirror-biology-dialogues,Mirror Biology Dialogues Fund,,Remote,,,Biosecurity & pandemic preparedness,4,funder_advisor,2024,James Smith (director),https://www.mbdialogues.org/,https://www.mbdialogues.org/jobs,,Fund convening scientific dialogue on the risks of mirror-image life and coordinating a research and governance response.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",high,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.mirrorbiology.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
sentinel-bio,Sentinel Bio,,Remote,,,Biosecurity & pandemic preparedness,4,ngo,,,https://www.sentinelbio.org/,,,Biosecurity organisation working on early detection and response capability for engineered pandemics. Exhibited at EAGxAmsterdam 2025.,"No BeNeLux office. Included because it exhibited at EAGxAmsterdam 2025 (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,https://www.sentinelbio.org/; inbox/EAGxAmsterdam_Exhibitors.html,,
animal-outlook,Animal Outlook,,Remote,,,Animal welfare & food systems,4,ngo,,,https://animaloutlook.org/,,,"US farmed-animal advocacy organisation running undercover investigations, legal advocacy and corporate campaigns.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://animaloutlook.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
crustacean-compassion,Crustacean Compassion,,Remote,,,Animal welfare & food systems,4,ngo,,,https://www.crustaceancompassion.org/,,,"UK organisation campaigning for humane treatment and legal protection of decapod crustaceans, a highly neglected group of farmed animals.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://www.crustaceancompassion.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
center-reducing-suffering,Center for Reducing Suffering,,Remote,,,Animal welfare & food systems,4,research,,,https://centerforreducingsuffering.org/,,,"Research non-profit on suffering-focused ethics and how to reduce severe suffering, including wild animal and future suffering.","No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://centerforreducingsuffering.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
rethink-wellbeing,Rethink Wellbeing,,Remote,,,Community building,4,ngo,,,https://rethinkwellbeing.org/,,,Delivers evidence-based mental health and productivity programmes to people in the EA community so they can sustain high-impact work.,"No BeNeLux office. Included because it listed a globally-remote role on the 80,000 Hours job board (export saved 2026-08-11), so a BeNeLux-based person could plausibly be hired. Check the org's own careers page for current location and visa requirements.",medium,Confirm the org still hires globally-remote and has no EU-only or US-only restriction,"https://rethinkwellbeing.org/; inbox/Job board _ 80,000 Hours_REMOTE.html",,
